# Earth Spectrum
# source: Compiled telescope observations
# description: Earth reflection spectrum from multiple missions
# references: Karkoschka 1994; Pollack et al.; mission data
# resolution: ~5.0 nm
# object: Earth
# observation_type: Disk-integrated reflected sunlight
# instruments: Ground & space-based telescopes
# missions: MODIS, SCIAMACHY, multiple satellites
# data_points: 440
#
Wavelength(nm),Flux(W/m²/nm)
1282.232,3.617404e-03
1287.244,3.592936e-03
1292.255,3.488470e-03
1297.267,3.447741e-03
1302.278,3.336487e-03
1307.289,3.328008e-03
1312.301,3.316691e-03
1317.312,3.248037e-03
1322.323,3.149558e-03
1327.335,3.032992e-03
1332.346,2.991574e-03
1337.358,2.820781e-03
1342.369,2.710753e-03
1347.380,2.457137e-03
1352.392,2.330662e-03
1357.403,2.176494e-03
1362.415,2.010635e-03
1367.426,1.843710e-03
1372.437,1.667047e-03
1377.449,1.533404e-03
1382.460,1.373102e-03
1387.472,1.272559e-03
1392.483,1.206110e-03
1397.494,1.160080e-03
1402.506,1.146013e-03
1407.517,1.162977e-03
1412.528,1.178720e-03
1417.540,1.289279e-03
1422.551,1.377996e-03
1427.563,1.481796e-03
1432.574,1.622578e-03
1437.585,1.705070e-03
1442.597,1.842308e-03
1447.608,1.927027e-03
1452.620,2.026277e-03
1457.631,2.096420e-03
1462.642,2.184763e-03
1467.654,2.245525e-03
1472.665,2.301947e-03
1477.677,2.355375e-03
1482.688,2.316354e-03
1487.699,2.313773e-03
1492.711,2.316877e-03
1497.722,2.240113e-03
1502.733,2.292979e-03
1507.745,2.260881e-03
1512.756,2.232629e-03
1517.768,2.242660e-03
1522.779,2.196541e-03
1527.790,2.204789e-03
1532.802,2.172571e-03
1537.813,2.143714e-03
1542.825,2.149822e-03
1547.836,2.116473e-03
1552.847,2.093839e-03
1557.859,2.022337e-03
1562.870,2.069610e-03
1567.882,2.014326e-03
1572.893,1.978648e-03
1577.904,2.006942e-03
1582.916,1.953556e-03
1587.927,1.994393e-03
1592.938,1.914999e-03
1597.950,1.932079e-03
1602.961,1.895844e-03
1607.973,1.864987e-03
1612.984,1.868059e-03
1617.995,1.827275e-03
1623.007,1.815030e-03
1628.018,1.804434e-03
1633.030,1.814465e-03
1638.041,1.787542e-03
1643.052,1.734950e-03
1648.064,1.746858e-03
1653.075,1.745508e-03
1658.087,1.679569e-03
1663.098,1.673420e-03
1668.109,1.684834e-03
1673.121,1.668869e-03
1678.132,1.634769e-03
1683.144,1.663368e-03
1688.155,1.605336e-03
1693.166,1.618000e-03
1698.178,1.598446e-03
1703.189,1.542353e-03
1708.200,1.583460e-03
1713.212,1.527252e-03
1718.223,1.505551e-03
1723.235,1.485417e-03
1728.246,1.513624e-03
1733.257,1.474083e-03
1738.269,1.487917e-03
1743.280,1.459984e-03
1748.292,1.437137e-03
1753.303,1.422422e-03
1758.314,1.419147e-03
1763.326,1.366696e-03
1768.337,1.352094e-03
1773.349,1.333135e-03
1778.360,1.298890e-03
1783.371,1.244272e-03
1788.383,1.232129e-03
1793.394,1.166405e-03
1798.405,1.130401e-03
1803.417,1.048554e-03
1808.428,1.007072e-03
1813.440,9.456047e-04
1818.451,8.855810e-04
1823.462,8.225345e-04
1828.474,7.559897e-04
1833.485,6.889381e-04
1838.497,6.250359e-04
1843.508,5.636435e-04
1848.519,5.186759e-04
1853.531,4.786278e-04
1858.542,4.469345e-04
1863.554,4.235345e-04
1868.565,4.084190e-04
1873.576,4.103641e-04
1878.588,4.129933e-04
1883.599,4.283316e-04
1888.610,4.629176e-04
1893.622,5.001340e-04
1898.633,5.395601e-04
1903.645,5.862292e-04
1908.656,6.249118e-04
1913.667,6.789618e-04
1918.679,7.134901e-04
1923.690,7.743409e-04
1928.702,7.916425e-04
1933.713,8.446796e-04
1938.724,8.549139e-04
1943.736,8.831590e-04
1948.747,9.080152e-04
1953.759,9.296104e-04
1958.770,9.366787e-04
1963.781,9.482363e-04
1968.793,9.556501e-04
1973.804,9.755131e-04
1978.815,9.695456e-04
1983.827,9.622730e-04
1988.838,9.525035e-04
1993.850,9.378254e-04
1998.861,9.464564e-04
2003.872,9.504413e-04
2008.884,9.305411e-04
2013.895,9.358138e-04
2018.907,9.228677e-04
2023.918,9.119074e-04
2028.929,9.011907e-04
2033.941,8.951055e-04
2038.952,8.862516e-04
2043.964,8.600844e-04
2048.975,8.711171e-04
2053.986,8.649366e-04
2058.998,8.546930e-04
2064.009,8.615506e-04
2069.021,8.421043e-04
2074.032,8.299750e-04
2079.043,8.132552e-04
2084.055,8.260478e-04
2089.066,8.348428e-04
2094.077,8.156778e-04
2099.089,8.206564e-04
2104.100,8.035626e-04
2109.112,7.879465e-04
2114.123,7.871549e-04
2119.134,7.915146e-04
2124.146,7.646895e-04
2129.157,7.757602e-04
2134.169,7.636122e-04
2139.180,7.716944e-04
2144.191,7.598673e-04
2149.203,7.357070e-04
2154.214,7.297733e-04
2159.226,7.344889e-04
2164.237,7.296324e-04
2169.248,7.345974e-04
2174.260,7.125454e-04
2179.271,7.129893e-04
2184.282,7.058435e-04
2189.294,7.052150e-04
2194.305,6.897502e-04
2199.317,6.899874e-04
2204.328,6.786442e-04
2209.339,6.751888e-04
2214.351,6.786078e-04
2219.362,6.663140e-04
2224.374,6.594564e-04
2229.385,6.659592e-04
2234.396,6.490414e-04
2239.408,6.453828e-04
2244.419,6.474382e-04
2249.431,6.299155e-04
2254.442,6.332711e-04
2259.453,6.397945e-04
2264.465,6.316175e-04
2269.476,6.252603e-04
2274.487,6.196489e-04
2279.499,6.152427e-04
2284.510,5.979844e-04
2289.522,5.990434e-04
2294.533,5.990130e-04
2299.544,6.015245e-04
2304.556,5.884800e-04
2309.567,5.923882e-04
2314.579,5.855718e-04
2319.590,5.709169e-04
2324.601,5.739104e-04
2329.613,5.748884e-04
2334.624,5.624625e-04
2339.636,5.614334e-04
2344.647,5.530117e-04
2349.658,5.667746e-04
2354.670,5.499716e-04
2359.681,5.469226e-04
2364.692,5.466305e-04
2369.704,5.336656e-04
2374.715,5.366974e-04
2379.727,5.325494e-04
2384.738,5.259260e-04
2389.749,5.231548e-04
2394.761,5.131489e-04
2399.772,5.204815e-04
2404.784,5.195252e-04
2409.795,5.051157e-04
2414.806,5.034055e-04
2419.818,4.945354e-04
2424.829,4.916382e-04
2429.841,4.965619e-04
2434.852,5.014202e-04
2439.863,4.834854e-04
2444.875,4.793357e-04
2449.886,4.902181e-04
2454.897,4.707340e-04
2459.909,4.716419e-04
2464.920,4.712661e-04
2469.932,4.682281e-04
2474.943,4.646805e-04
2479.954,4.635953e-04
2484.966,4.543815e-04
2489.977,4.511721e-04
2494.989,4.444084e-04
2500.000,4.394374e-04
