# Mars Spectrum
# source: Compiled telescope observations
# description: Mars reflection spectrum from multiple missions
# references: Karkoschka 1994; Pollack et al.; mission data
# resolution: ~5.0 nm
# object: Mars
# observation_type: Disk-integrated reflected sunlight
# instruments: Ground & space-based telescopes
# missions: Mars Express, MRO, Viking
# data_points: 440
#
Wavelength(nm),Flux(W/m²/nm)
1166.970,4.184598e-03
1171.982,4.150632e-03
1176.993,4.102932e-03
1182.005,4.065557e-03
1187.016,3.936376e-03
1192.027,3.947861e-03
1197.039,3.945244e-03
1202.050,3.873111e-03
1207.062,3.840086e-03
1212.073,3.873602e-03
1217.084,3.712878e-03
1222.096,3.673506e-03
1227.107,3.688237e-03
1232.118,3.618676e-03
1237.130,3.628345e-03
1242.141,3.545297e-03
1247.153,3.514013e-03
1252.164,3.482807e-03
1257.175,3.396028e-03
1262.187,3.417507e-03
1267.198,3.346710e-03
1272.210,3.339281e-03
1277.221,3.252949e-03
1282.232,3.211516e-03
1287.244,3.248827e-03
1292.255,3.184876e-03
1297.267,3.125516e-03
1302.278,3.134563e-03
1307.289,3.144934e-03
1312.301,3.107247e-03
1317.312,2.991678e-03
1322.323,2.988746e-03
1327.335,2.907453e-03
1332.346,2.950172e-03
1337.358,2.900067e-03
1342.369,2.850962e-03
1347.380,2.878539e-03
1352.392,2.778981e-03
1357.403,2.775302e-03
1362.415,2.748132e-03
1367.426,2.676372e-03
1372.437,2.643978e-03
1377.449,2.557245e-03
1382.460,2.539696e-03
1387.472,2.384773e-03
1392.483,2.321240e-03
1397.494,2.227883e-03
1402.506,2.085201e-03
1407.517,2.040573e-03
1412.528,1.949909e-03
1417.540,1.865990e-03
1422.551,1.829105e-03
1427.563,1.835563e-03
1432.574,1.785064e-03
1437.585,1.785975e-03
1442.597,1.807245e-03
1447.608,1.836988e-03
1452.620,1.867375e-03
1457.631,1.927214e-03
1462.642,1.939274e-03
1467.654,1.977224e-03
1472.665,2.030469e-03
1477.677,1.990996e-03
1482.688,2.058150e-03
1487.699,2.061411e-03
1492.711,2.063678e-03
1497.722,2.072103e-03
1502.733,2.043157e-03
1507.745,2.032361e-03
1512.756,1.965786e-03
1517.768,1.972370e-03
1522.779,1.885141e-03
1527.790,1.893932e-03
1532.802,1.873599e-03
1537.813,1.822181e-03
1542.825,1.780202e-03
1547.836,1.706877e-03
1552.847,1.662666e-03
1557.859,1.577819e-03
1562.870,1.527892e-03
1567.882,1.475757e-03
1572.893,1.368863e-03
1577.904,1.340247e-03
1582.916,1.310763e-03
1587.927,1.261277e-03
1592.938,1.222283e-03
1597.950,1.208353e-03
1602.961,1.186633e-03
1607.973,1.211454e-03
1612.984,1.182954e-03
1617.995,1.219476e-03
1623.007,1.242363e-03
1628.018,1.249388e-03
1633.030,1.301970e-03
1638.041,1.330124e-03
1643.052,1.356604e-03
1648.064,1.392820e-03
1653.075,1.423290e-03
1658.087,1.413850e-03
1663.098,1.437872e-03
1668.109,1.459829e-03
1673.121,1.445124e-03
1678.132,1.456112e-03
1683.144,1.449354e-03
1688.155,1.441759e-03
1693.166,1.413228e-03
1698.178,1.400621e-03
1703.189,1.407053e-03
1708.200,1.384877e-03
1713.212,1.410234e-03
1718.223,1.354814e-03
1723.235,1.363650e-03
1728.246,1.359348e-03
1733.257,1.346362e-03
1738.269,1.347396e-03
1743.280,1.312460e-03
1748.292,1.306058e-03
1753.303,1.294658e-03
1758.314,1.273057e-03
1763.326,1.269863e-03
1768.337,1.258903e-03
1773.349,1.236742e-03
1778.360,1.210974e-03
1783.371,1.217535e-03
1788.383,1.219439e-03
1793.394,1.198469e-03
1798.405,1.187219e-03
1803.417,1.195657e-03
1808.428,1.186666e-03
1813.440,1.176285e-03
1818.451,1.150913e-03
1823.462,1.131079e-03
1828.474,1.124949e-03
1833.485,1.118529e-03
1838.497,1.114947e-03
1843.508,1.084796e-03
1848.519,1.100031e-03
1853.531,1.093073e-03
1858.542,1.081835e-03
1863.554,1.054160e-03
1868.565,1.050648e-03
1873.576,1.044246e-03
1878.588,1.042213e-03
1883.599,1.038126e-03
1888.610,1.002422e-03
1893.622,1.002022e-03
1898.633,9.912205e-04
1903.645,9.735009e-04
1908.656,9.660759e-04
1913.667,9.402917e-04
1918.679,9.391827e-04
1923.690,9.153490e-04
1928.702,8.883874e-04
1933.713,8.751797e-04
1938.724,8.446702e-04
1943.736,8.153707e-04
1948.747,7.967295e-04
1953.759,7.716381e-04
1958.770,7.536689e-04
1963.781,7.289991e-04
1968.793,6.978025e-04
1973.804,6.847200e-04
1978.815,6.649677e-04
1983.827,6.438439e-04
1988.838,6.329163e-04
1993.850,6.036800e-04
1998.861,6.216246e-04
2003.872,6.072747e-04
2008.884,6.133681e-04
2013.895,6.116862e-04
2018.907,6.221446e-04
2023.918,6.256446e-04
2028.929,6.290585e-04
2033.941,6.250261e-04
2038.952,6.548847e-04
2043.964,6.596577e-04
2048.975,6.775098e-04
2053.986,6.828950e-04
2058.998,6.921423e-04
2064.009,7.034622e-04
2069.021,7.048906e-04
2074.032,7.067140e-04
2079.043,7.195458e-04
2084.055,7.205182e-04
2089.066,7.082749e-04
2094.077,7.082894e-04
2099.089,7.153765e-04
2104.100,7.088898e-04
2109.112,7.006529e-04
2114.123,7.111405e-04
2119.134,7.027030e-04
2124.146,6.982572e-04
2129.157,6.903883e-04
2134.169,6.885137e-04
2139.180,6.847750e-04
2144.191,6.744297e-04
2149.203,6.696951e-04
2154.214,6.600455e-04
2159.226,6.582995e-04
2164.237,6.650695e-04
2169.248,6.472894e-04
2174.260,6.389714e-04
2179.271,6.378750e-04
2184.282,6.280548e-04
2189.294,6.295527e-04
2194.305,6.280271e-04
2199.317,6.139763e-04
2204.328,6.100459e-04
2209.339,6.140658e-04
2214.351,6.072364e-04
2219.362,6.016869e-04
2224.374,5.934474e-04
2229.385,5.994271e-04
2234.396,5.888796e-04
2239.408,5.847122e-04
2244.419,5.796661e-04
2249.431,5.789779e-04
2254.442,5.756324e-04
2259.453,5.636948e-04
2264.465,5.739705e-04
2269.476,5.661309e-04
2274.487,5.561288e-04
2279.499,5.585058e-04
2284.510,5.432442e-04
2289.522,5.460933e-04
2294.533,5.424265e-04
2299.544,5.458574e-04
2304.556,5.327802e-04
2309.567,5.318442e-04
2314.579,5.251178e-04
2319.590,5.165128e-04
2324.601,5.246765e-04
2329.613,5.243114e-04
2334.624,5.087297e-04
2339.636,5.082887e-04
2344.647,4.903224e-04
2349.658,4.987134e-04
2354.670,5.016529e-04
2359.681,4.962764e-04
2364.692,4.873649e-04
2369.704,4.833913e-04
2374.715,4.868943e-04
2379.727,4.765272e-04
2384.738,4.712469e-04
2389.749,4.723394e-04
2394.761,4.662328e-04
2399.772,4.545438e-04
2404.784,4.613585e-04
2409.795,4.616592e-04
2414.806,4.601379e-04
2419.818,4.572105e-04
2424.829,4.404549e-04
2429.841,4.511309e-04
2434.852,4.424925e-04
2439.863,4.340325e-04
2444.875,4.335151e-04
2449.886,4.294696e-04
2454.897,4.256219e-04
2459.909,4.294089e-04
2464.920,4.236794e-04
2469.932,4.211964e-04
2474.943,4.198169e-04
2479.954,4.053730e-04
2484.966,4.169178e-04
2489.977,4.118561e-04
2494.989,4.030725e-04
2500.000,4.115046e-04
