# Solar Spectrum (Visible)
# source: Kurucz Solar Atlas (approximation)
# description: Visible solar spectrum with Fraunhofer absorption lines
# object: Sun
# spectral_type: G2V
# temperature: 5778 K
# features: Fraunhofer lines (Ca, H, Na, Fe, O)
#
Wavelength(nm),Flux(normalized)
401.71,8.780393e-01
401.84,8.783671e-01
401.96,8.786944e-01
402.08,8.790213e-01
402.21,8.793476e-01
402.33,8.796735e-01
402.45,8.799989e-01
402.58,8.803237e-01
402.70,8.806481e-01
402.82,8.809721e-01
402.95,8.812955e-01
403.07,8.816184e-01
403.19,8.819409e-01
403.32,8.822629e-01
403.44,8.825843e-01
403.56,8.829053e-01
403.69,8.832259e-01
403.81,8.835459e-01
403.93,8.838654e-01
404.06,8.841845e-01
404.18,8.845031e-01
404.30,8.848212e-01
404.43,8.851388e-01
404.55,8.854559e-01
404.67,8.857725e-01
404.80,8.860887e-01
404.92,8.864043e-01
405.05,8.867195e-01
405.17,8.870342e-01
405.29,8.873484e-01
405.42,8.876621e-01
405.54,8.879754e-01
405.66,8.882881e-01
405.79,8.886004e-01
405.91,8.889122e-01
406.03,8.892235e-01
406.16,8.895343e-01
406.28,8.898446e-01
406.40,8.901545e-01
406.53,8.904639e-01
406.65,8.907727e-01
406.77,8.910811e-01
406.90,8.913891e-01
407.02,8.916965e-01
407.14,8.920034e-01
407.27,8.923099e-01
407.39,8.926159e-01
407.51,8.929214e-01
407.64,8.932264e-01
407.76,8.935310e-01
407.88,8.938350e-01
408.01,8.941386e-01
408.13,8.944417e-01
408.25,8.947443e-01
408.38,8.950464e-01
408.50,8.953480e-01
408.62,8.956492e-01
408.75,8.959499e-01
408.87,8.962501e-01
408.99,8.965498e-01
409.12,8.968490e-01
409.24,8.971478e-01
409.36,8.974460e-01
409.49,8.977438e-01
409.61,8.980411e-01
409.73,8.983379e-01
409.86,8.986343e-01
409.98,8.989302e-01
410.10,8.992255e-01
410.23,8.995204e-01
410.35,8.998149e-01
410.47,9.001088e-01
410.60,9.004023e-01
410.72,9.006952e-01
410.84,9.009877e-01
410.97,9.012798e-01
411.09,9.015713e-01
411.21,9.018624e-01
411.34,9.021529e-01
411.46,9.024430e-01
411.58,9.027327e-01
411.71,9.030218e-01
411.83,9.033105e-01
411.95,9.035986e-01
412.08,9.038863e-01
412.20,9.041736e-01
412.32,9.044603e-01
412.45,9.047466e-01
412.57,9.050324e-01
412.69,9.053177e-01
412.82,9.056025e-01
412.94,9.058869e-01
413.06,9.061708e-01
413.19,9.064542e-01
413.31,9.067371e-01
413.43,9.070195e-01
413.56,9.073015e-01
413.68,9.075830e-01
413.80,9.078640e-01
413.93,9.081445e-01
414.05,9.084246e-01
414.17,9.087042e-01
414.30,9.089833e-01
414.42,9.092619e-01
414.54,9.095401e-01
414.67,9.098177e-01
414.79,9.100949e-01
414.91,9.103717e-01
415.04,9.106479e-01
415.16,9.109237e-01
415.29,9.111990e-01
415.41,9.114738e-01
415.53,9.117482e-01
415.66,9.120220e-01
415.78,9.122954e-01
415.90,9.125684e-01
416.03,9.128408e-01
416.15,9.131128e-01
416.27,9.133843e-01
416.40,9.136553e-01
416.52,9.139259e-01
416.64,9.141959e-01
416.77,9.144655e-01
416.89,9.147347e-01
417.01,9.150033e-01
417.14,9.152715e-01
417.26,9.155392e-01
417.38,9.158065e-01
417.51,9.160732e-01
417.63,9.163395e-01
417.75,9.166054e-01
417.88,9.168707e-01
418.00,9.171356e-01
418.12,9.174000e-01
418.25,9.176639e-01
418.37,9.179274e-01
418.49,9.181904e-01
418.62,9.184529e-01
418.74,9.187149e-01
418.86,9.189765e-01
418.99,9.192376e-01
419.11,9.194982e-01
419.23,9.197584e-01
419.36,9.200181e-01
419.48,9.202773e-01
419.60,9.205361e-01
419.73,9.207944e-01
419.85,9.210522e-01
419.97,9.213095e-01
420.10,9.215664e-01
420.22,9.218228e-01
420.34,9.220787e-01
420.47,9.223342e-01
420.59,9.225892e-01
420.71,9.228437e-01
420.84,9.230978e-01
420.96,9.233514e-01
421.08,9.236045e-01
421.21,9.238572e-01
421.33,9.241094e-01
421.45,9.243611e-01
421.58,9.246123e-01
421.70,9.248631e-01
421.82,9.251134e-01
421.95,9.253633e-01
422.07,9.256127e-01
422.19,9.258616e-01
422.32,9.261095e-01
422.44,9.256308e-01
422.56,8.812383e-01
422.69,7.920475e-01
422.81,9.080197e-01
422.93,9.272167e-01
423.06,9.275910e-01
423.18,9.278362e-01
423.30,9.280809e-01
423.43,9.283252e-01
423.55,9.285690e-01
423.67,9.288123e-01
423.80,9.290552e-01
423.92,9.292976e-01
424.04,9.295396e-01
424.17,9.297810e-01
424.29,9.300221e-01
424.41,9.302626e-01
424.54,9.305027e-01
424.66,9.307423e-01
424.78,9.309815e-01
424.91,9.312202e-01
425.03,9.314584e-01
425.16,9.316962e-01
425.28,9.319335e-01
425.40,9.321704e-01
425.53,9.324068e-01
425.65,9.326427e-01
425.77,9.328782e-01
425.90,9.331132e-01
426.02,9.333478e-01
426.14,9.335818e-01
426.27,9.338155e-01
426.39,9.340486e-01
426.51,9.342814e-01
426.64,9.345136e-01
426.76,9.347454e-01
426.88,9.349767e-01
427.01,9.352076e-01
427.13,9.354380e-01
427.25,9.356680e-01
427.38,9.358975e-01
427.50,9.361265e-01
427.62,9.363551e-01
427.75,9.365832e-01
427.87,9.368109e-01
427.99,9.370381e-01
428.12,9.372648e-01
428.24,9.374911e-01
428.36,9.377169e-01
428.49,9.379423e-01
428.61,9.381672e-01
428.73,9.383917e-01
428.86,9.386157e-01
428.98,9.388393e-01
429.10,9.390624e-01
429.23,9.392850e-01
429.35,9.395072e-01
429.47,9.397289e-01
429.60,9.399502e-01
429.72,9.401710e-01
429.84,9.403914e-01
429.97,9.406113e-01
430.09,9.408308e-01
430.21,9.410498e-01
430.34,9.412683e-01
430.46,9.414788e-01
430.58,9.382129e-01
430.71,8.660130e-01
430.83,8.635232e-01
430.95,9.384762e-01
431.08,9.425610e-01
431.20,9.427855e-01
431.32,9.430004e-01
431.45,9.432149e-01
431.57,9.434289e-01
431.69,9.436425e-01
431.82,9.438556e-01
431.94,9.440683e-01
432.06,9.442805e-01
432.19,9.444923e-01
432.31,9.447036e-01
432.43,9.449145e-01
432.56,9.451249e-01
432.68,9.453349e-01
432.80,9.455444e-01
432.93,9.457535e-01
433.05,9.459621e-01
433.17,9.461703e-01
433.30,9.463780e-01
433.42,9.465853e-01
433.54,9.467922e-01
433.67,9.469985e-01
433.79,9.472045e-01
433.91,9.474100e-01
434.04,9.476150e-01
434.16,9.478196e-01
434.28,9.480238e-01
434.41,9.482275e-01
434.53,9.484307e-01
434.65,9.486335e-01
434.78,9.488359e-01
434.90,9.490378e-01
435.03,9.492393e-01
435.15,9.494403e-01
435.27,9.496409e-01
435.40,9.498411e-01
435.52,9.500408e-01
435.64,9.502400e-01
435.77,9.504388e-01
435.89,9.506372e-01
436.01,9.508351e-01
436.14,9.510326e-01
436.26,9.512296e-01
436.38,9.514262e-01
436.51,9.516224e-01
436.63,9.518181e-01
436.75,9.520133e-01
436.88,9.522082e-01
437.00,9.524025e-01
437.12,9.525965e-01
437.25,9.527900e-01
437.37,9.529830e-01
437.49,9.531757e-01
437.62,9.533678e-01
437.74,9.535596e-01
437.86,9.537509e-01
437.99,9.539417e-01
438.11,9.541322e-01
438.23,9.543221e-01
438.36,9.545117e-01
438.48,9.547008e-01
438.60,9.548895e-01
438.73,9.550777e-01
438.85,9.552655e-01
438.97,9.554528e-01
439.10,9.556397e-01
439.22,9.558262e-01
439.34,9.560122e-01
439.47,9.561978e-01
439.59,9.563830e-01
439.71,9.565677e-01
439.84,9.567520e-01
439.96,9.569359e-01
440.08,9.571193e-01
440.21,9.573023e-01
440.33,9.574848e-01
440.45,9.576670e-01
440.58,9.578486e-01
440.70,9.580299e-01
440.82,9.582107e-01
440.95,9.583911e-01
441.07,9.585710e-01
441.19,9.587505e-01
441.32,9.589296e-01
441.44,9.591083e-01
441.56,9.592865e-01
441.69,9.594643e-01
441.81,9.596416e-01
441.93,9.598185e-01
442.06,9.599950e-01
442.18,9.601711e-01
442.30,9.603467e-01
442.43,9.605219e-01
442.55,9.606966e-01
442.67,9.608710e-01
442.80,9.610449e-01
442.92,9.612183e-01
443.04,9.613914e-01
443.17,9.615640e-01
443.29,9.617362e-01
443.41,9.619079e-01
443.54,9.620793e-01
443.66,9.622502e-01
443.78,9.624206e-01
443.91,9.625907e-01
444.03,9.627603e-01
444.15,9.629295e-01
444.28,9.630982e-01
444.40,9.632666e-01
444.52,9.634345e-01
444.65,9.636019e-01
444.77,9.637690e-01
444.89,9.639356e-01
445.02,9.641018e-01
445.14,9.642676e-01
445.27,9.644330e-01
445.39,9.645979e-01
445.51,9.647624e-01
445.64,9.649265e-01
445.76,9.650901e-01
445.88,9.652533e-01
446.01,9.654162e-01
446.13,9.655785e-01
446.25,9.657405e-01
446.38,9.659020e-01
446.50,9.660632e-01
446.62,9.662238e-01
446.75,9.663841e-01
446.87,9.665440e-01
446.99,9.667034e-01
447.12,9.668624e-01
447.24,9.670210e-01
447.36,9.671792e-01
447.49,9.673369e-01
447.61,9.674942e-01
447.73,9.676511e-01
447.86,9.678076e-01
447.98,9.679637e-01
448.10,9.681193e-01
448.23,9.682746e-01
448.35,9.684294e-01
448.47,9.685838e-01
448.60,9.687377e-01
448.72,9.688913e-01
448.84,9.690444e-01
448.97,9.691971e-01
449.09,9.693495e-01
449.21,9.695013e-01
449.34,9.696528e-01
449.46,9.698039e-01
449.58,9.699545e-01
449.71,9.701047e-01
449.83,9.702545e-01
449.95,9.704039e-01
450.08,9.705529e-01
450.20,9.707015e-01
450.32,9.708496e-01
450.45,9.709974e-01
450.57,9.711447e-01
450.69,9.712916e-01
450.82,9.714381e-01
450.94,9.715842e-01
451.06,9.717298e-01
451.19,9.718751e-01
451.31,9.720199e-01
451.43,9.721644e-01
451.56,9.723084e-01
451.68,9.724520e-01
451.80,9.725952e-01
451.93,9.727380e-01
452.05,9.728804e-01
452.17,9.730223e-01
452.30,9.731639e-01
452.42,9.733050e-01
452.54,9.734458e-01
452.67,9.735861e-01
452.79,9.737260e-01
452.91,9.738656e-01
453.04,9.740047e-01
453.16,9.741434e-01
453.28,9.742816e-01
453.41,9.744195e-01
453.53,9.745570e-01
453.65,9.746941e-01
453.78,9.748307e-01
453.90,9.749670e-01
454.02,9.751028e-01
454.15,9.752383e-01
454.27,9.753733e-01
454.39,9.755079e-01
454.52,9.756422e-01
454.64,9.757760e-01
454.76,9.759094e-01
454.89,9.760424e-01
455.01,9.761750e-01
455.14,9.763072e-01
455.26,9.764390e-01
455.38,9.765704e-01
455.51,9.767014e-01
455.63,9.768320e-01
455.75,9.769622e-01
455.88,9.770920e-01
456.00,9.772214e-01
456.12,9.773504e-01
456.25,9.774790e-01
456.37,9.776071e-01
456.49,9.777349e-01
456.62,9.778623e-01
456.74,9.779893e-01
456.86,9.781159e-01
456.99,9.782421e-01
457.11,9.783679e-01
457.23,9.784932e-01
457.36,9.786182e-01
457.48,9.787428e-01
457.60,9.788670e-01
457.73,9.789908e-01
457.85,9.791142e-01
457.97,9.792372e-01
458.10,9.793598e-01
458.22,9.794820e-01
458.34,9.796038e-01
458.47,9.797252e-01
458.59,9.798463e-01
458.71,9.799669e-01
458.84,9.800871e-01
458.96,9.802069e-01
459.08,9.803264e-01
459.21,9.804454e-01
459.33,9.805641e-01
459.45,9.806823e-01
459.58,9.808002e-01
459.70,9.809177e-01
459.82,9.810347e-01
459.95,9.811514e-01
460.07,9.812677e-01
460.19,9.813836e-01
460.32,9.814991e-01
460.44,9.816142e-01
460.56,9.817289e-01
460.69,9.818433e-01
460.81,9.819572e-01
460.93,9.820708e-01
461.06,9.821839e-01
461.18,9.822967e-01
461.30,9.824091e-01
461.43,9.825211e-01
461.55,9.826327e-01
461.67,9.827439e-01
461.80,9.828547e-01
461.92,9.829652e-01
462.04,9.830752e-01
462.17,9.831849e-01
462.29,9.832942e-01
462.41,9.834031e-01
462.54,9.835116e-01
462.66,9.836197e-01
462.78,9.837274e-01
462.91,9.838348e-01
463.03,9.839417e-01
463.15,9.840483e-01
463.28,9.841545e-01
463.40,9.842603e-01
463.52,9.843657e-01
463.65,9.844707e-01
463.77,9.845754e-01
463.89,9.846797e-01
464.02,9.847835e-01
464.14,9.848871e-01
464.26,9.849902e-01
464.39,9.850929e-01
464.51,9.851953e-01
464.63,9.852972e-01
464.76,9.853988e-01
464.88,9.855000e-01
465.01,9.856009e-01
465.13,9.857013e-01
465.25,9.858014e-01
465.38,9.859011e-01
465.50,9.860004e-01
465.62,9.860993e-01
465.75,9.861979e-01
465.87,9.862961e-01
465.99,9.863939e-01
466.12,9.864913e-01
466.24,9.865883e-01
466.36,9.866850e-01
466.49,9.867813e-01
466.61,9.868772e-01
466.73,9.869727e-01
466.86,9.870678e-01
466.98,9.871626e-01
467.10,9.872570e-01
467.23,9.873510e-01
467.35,9.874447e-01
467.47,9.875380e-01
467.60,9.876309e-01
467.72,9.877234e-01
467.84,9.878156e-01
467.97,9.879073e-01
468.09,9.879987e-01
468.21,9.880898e-01
468.34,9.881804e-01
468.46,9.882707e-01
468.58,9.883606e-01
468.71,9.884502e-01
468.83,9.885393e-01
468.95,9.886281e-01
469.08,9.887166e-01
469.20,9.888046e-01
469.32,9.888923e-01
469.45,9.889796e-01
469.57,9.890666e-01
469.69,9.891531e-01
469.82,9.892393e-01
469.94,9.893252e-01
470.06,9.894106e-01
470.19,9.894957e-01
470.31,9.895805e-01
470.43,9.896648e-01
470.56,9.897488e-01
470.68,9.898325e-01
470.80,9.899157e-01
470.93,9.899986e-01
471.05,9.900811e-01
471.17,9.901633e-01
471.30,9.902451e-01
471.42,9.903265e-01
471.54,9.904076e-01
471.67,9.904883e-01
471.79,9.905686e-01
471.91,9.906486e-01
472.04,9.907282e-01
472.16,9.908074e-01
472.28,9.908863e-01
472.41,9.909648e-01
472.53,9.910430e-01
472.65,9.911208e-01
472.78,9.911982e-01
472.90,9.912753e-01
473.02,9.913520e-01
473.15,9.914283e-01
473.27,9.915043e-01
473.39,9.915799e-01
473.52,9.916552e-01
473.64,9.917301e-01
473.76,9.918046e-01
473.89,9.918788e-01
474.01,9.919526e-01
474.13,9.920261e-01
474.26,9.920992e-01
474.38,9.921719e-01
474.50,9.922443e-01
474.63,9.923163e-01
474.75,9.923880e-01
474.87,9.924593e-01
475.00,9.925303e-01
475.12,9.926009e-01
475.25,9.926711e-01
475.37,9.927410e-01
475.49,9.928105e-01
475.62,9.928797e-01
475.74,9.929485e-01
475.86,9.930170e-01
475.99,9.930851e-01
476.11,9.931529e-01
476.23,9.932203e-01
476.36,9.932873e-01
476.48,9.933540e-01
476.60,9.934204e-01
476.73,9.934863e-01
476.85,9.935520e-01
476.97,9.936173e-01
477.10,9.936822e-01
477.22,9.937468e-01
477.34,9.938110e-01
477.47,9.938749e-01
477.59,9.939384e-01
477.71,9.940016e-01
477.84,9.940644e-01
477.96,9.941269e-01
478.08,9.941890e-01
478.21,9.942508e-01
478.33,9.943122e-01
478.45,9.943733e-01
478.58,9.944340e-01
478.70,9.944944e-01
478.82,9.945545e-01
478.95,9.946141e-01
479.07,9.946735e-01
479.19,9.947325e-01
479.32,9.947911e-01
479.44,9.948494e-01
479.56,9.949074e-01
479.69,9.949650e-01
479.81,9.950223e-01
479.93,9.950792e-01
480.06,9.951358e-01
480.18,9.951920e-01
480.30,9.952479e-01
480.43,9.953034e-01
480.55,9.953586e-01
480.67,9.954135e-01
480.80,9.954680e-01
480.92,9.955222e-01
481.04,9.955760e-01
481.17,9.956295e-01
481.29,9.956826e-01
481.41,9.957354e-01
481.54,9.957879e-01
481.66,9.958400e-01
481.78,9.958918e-01
481.91,9.959432e-01
482.03,9.959943e-01
482.15,9.960451e-01
482.28,9.960955e-01
482.40,9.961456e-01
482.52,9.961953e-01
482.65,9.962447e-01
482.77,9.962938e-01
482.89,9.963425e-01
483.02,9.963909e-01
483.14,9.964390e-01
483.26,9.964867e-01
483.39,9.965341e-01
483.51,9.965811e-01
483.63,9.966278e-01
483.76,9.966742e-01
483.88,9.967202e-01
484.00,9.967659e-01
484.13,9.968113e-01
484.25,9.968563e-01
484.37,9.969010e-01
484.50,9.969454e-01
484.62,9.969894e-01
484.74,9.970331e-01
484.87,9.970765e-01
484.99,9.971195e-01
485.12,9.971622e-01
485.24,9.972046e-01
485.36,9.972466e-01
485.49,9.972883e-01
485.61,9.973297e-01
485.73,9.973707e-01
485.86,9.972798e-01
485.98,9.722096e-01
486.10,7.668791e-01
486.23,8.971768e-01
486.35,9.954908e-01
486.47,9.976080e-01
486.60,9.976488e-01
486.72,9.976872e-01
486.84,9.977252e-01
486.97,9.977630e-01
487.09,9.978004e-01
487.21,9.978375e-01
487.34,9.978743e-01
487.46,9.979107e-01
487.58,9.979468e-01
487.71,9.979826e-01
487.83,9.980181e-01
487.95,9.980532e-01
488.08,9.980880e-01
488.20,9.981225e-01
488.32,9.981566e-01
488.45,9.981905e-01
488.57,9.982240e-01
488.69,9.982572e-01
488.82,9.982900e-01
488.94,9.983226e-01
489.06,9.983548e-01
489.19,9.983867e-01
489.31,9.984183e-01
489.43,9.984495e-01
489.56,9.984804e-01
489.68,9.985110e-01
489.80,9.985413e-01
489.93,9.985713e-01
490.05,9.986009e-01
490.17,9.986303e-01
490.30,9.986593e-01
490.42,9.986880e-01
490.54,9.987163e-01
490.67,9.987444e-01
490.79,9.987721e-01
490.91,9.987995e-01
491.04,9.988266e-01
491.16,9.988534e-01
491.28,9.988798e-01
491.41,9.989060e-01
491.53,9.989318e-01
491.65,9.989573e-01
491.78,9.989825e-01
491.90,9.990073e-01
492.02,9.990319e-01
492.15,9.990561e-01
492.27,9.990801e-01
492.39,9.991037e-01
492.52,9.991270e-01
492.64,9.991500e-01
492.76,9.991726e-01
492.89,9.991950e-01
493.01,9.992170e-01
493.13,9.992388e-01
493.26,9.992602e-01
493.38,9.992813e-01
493.50,9.993021e-01
493.63,9.993226e-01
493.75,9.993427e-01
493.87,9.993626e-01
494.00,9.993821e-01
494.12,9.994014e-01
494.24,9.994203e-01
494.37,9.994389e-01
494.49,9.994572e-01
494.61,9.994752e-01
494.74,9.994929e-01
494.86,9.995103e-01
494.98,9.995273e-01
495.11,9.995441e-01
495.23,9.995606e-01
495.36,9.995767e-01
495.48,9.995925e-01
495.60,9.996081e-01
495.73,9.996233e-01
495.85,9.996382e-01
495.97,9.996528e-01
496.10,9.996671e-01
496.22,9.996811e-01
496.34,9.996948e-01
496.47,9.997082e-01
496.59,9.997213e-01
496.71,9.997341e-01
496.84,9.997466e-01
496.96,9.997587e-01
497.08,9.997706e-01
497.21,9.997822e-01
497.33,9.997935e-01
497.45,9.998044e-01
497.58,9.998151e-01
497.70,9.998254e-01
497.82,9.998355e-01
497.95,9.998452e-01
498.07,9.998547e-01
498.19,9.998638e-01
498.32,9.998727e-01
498.44,9.998812e-01
498.56,9.998895e-01
498.69,9.998975e-01
498.81,9.999051e-01
498.93,9.999125e-01
499.06,9.999195e-01
499.18,9.999263e-01
499.30,9.999327e-01
499.43,9.999389e-01
499.55,9.999447e-01
499.67,9.999503e-01
499.80,9.999556e-01
499.92,9.999606e-01
500.04,9.999652e-01
500.17,9.999696e-01
500.29,9.999737e-01
500.41,9.999775e-01
500.54,9.999810e-01
500.66,9.999842e-01
500.78,9.999871e-01
500.91,9.999897e-01
501.03,9.999920e-01
501.15,9.999940e-01
501.28,9.999958e-01
501.40,9.999972e-01
501.52,9.999983e-01
501.65,9.999992e-01
501.77,9.999997e-01
501.89,1.000000e+00
502.02,1.000000e+00
502.14,9.999997e-01
502.26,9.999990e-01
502.39,9.999981e-01
502.51,9.999970e-01
502.63,9.999955e-01
502.76,9.999937e-01
502.88,9.999916e-01
503.00,9.999893e-01
503.13,9.999867e-01
503.25,9.999837e-01
503.37,9.999805e-01
503.50,9.999770e-01
503.62,9.999732e-01
503.74,9.999691e-01
503.87,9.999648e-01
503.99,9.999601e-01
504.11,9.999552e-01
504.24,9.999500e-01
504.36,9.999445e-01
504.48,9.999387e-01
504.61,9.999326e-01
504.73,9.999262e-01
504.85,9.999195e-01
504.98,9.999126e-01
505.10,9.999054e-01
505.23,9.998979e-01
505.35,9.998901e-01
505.47,9.998820e-01
505.60,9.998737e-01
505.72,9.998650e-01
505.84,9.998561e-01
505.97,9.998469e-01
506.09,9.998374e-01
506.21,9.998276e-01
506.34,9.998176e-01
506.46,9.998073e-01
506.58,9.997967e-01
506.71,9.997858e-01
506.83,9.997746e-01
506.95,9.997631e-01
507.08,9.997514e-01
507.20,9.997394e-01
507.32,9.997271e-01
507.45,9.997145e-01
507.57,9.997017e-01
507.69,9.996886e-01
507.82,9.996752e-01
507.94,9.996615e-01
508.06,9.996475e-01
508.19,9.996333e-01
508.31,9.996188e-01
508.43,9.996040e-01
508.56,9.995889e-01
508.68,9.995736e-01
508.80,9.995580e-01
508.93,9.995421e-01
509.05,9.995259e-01
509.17,9.995095e-01
509.30,9.994928e-01
509.42,9.994758e-01
509.54,9.994585e-01
509.67,9.994410e-01
509.79,9.994232e-01
509.91,9.994051e-01
510.04,9.993867e-01
510.16,9.993681e-01
510.28,9.993492e-01
510.41,9.993300e-01
510.53,9.993106e-01
510.65,9.992909e-01
510.78,9.992709e-01
510.90,9.992506e-01
511.02,9.992301e-01
511.15,9.992093e-01
511.27,9.991882e-01
511.39,9.991669e-01
511.52,9.991453e-01
511.64,9.991234e-01
511.76,9.991013e-01
511.89,9.990789e-01
512.01,9.990562e-01
512.13,9.990332e-01
512.26,9.990100e-01
512.38,9.989865e-01
512.50,9.989628e-01
512.63,9.989388e-01
512.75,9.989145e-01
512.87,9.988899e-01
513.00,9.988651e-01
513.12,9.988400e-01
513.24,9.988147e-01
513.37,9.987891e-01
513.49,9.987632e-01
513.61,9.987371e-01
513.74,9.987107e-01
513.86,9.986840e-01
513.98,9.986571e-01
514.11,9.986299e-01
514.23,9.986024e-01
514.35,9.985747e-01
514.48,9.985467e-01
514.60,9.985185e-01
514.72,9.984900e-01
514.85,9.984612e-01
514.97,9.984322e-01
515.10,9.984029e-01
515.22,9.983734e-01
515.34,9.983435e-01
515.47,9.983135e-01
515.59,9.982831e-01
515.71,9.982526e-01
515.84,9.982217e-01
515.96,9.981906e-01
516.08,9.981592e-01
516.21,9.981276e-01
516.33,9.980957e-01
516.45,9.979839e-01
516.58,9.815084e-01
516.70,8.349203e-01
516.82,9.212988e-01
516.95,9.962157e-01
517.07,9.978972e-01
517.19,9.978654e-01
517.32,9.978314e-01
517.44,9.977972e-01
517.56,9.977628e-01
517.69,9.977281e-01
517.81,9.976931e-01
517.93,9.976579e-01
518.06,9.976050e-01
518.18,9.907065e-01
518.30,8.681454e-01
518.43,8.815840e-01
518.55,9.925311e-01
518.67,9.974313e-01
518.80,9.974043e-01
518.92,9.973671e-01
519.04,9.973296e-01
519.17,9.972919e-01
519.29,9.972539e-01
519.41,9.972156e-01
519.54,9.971771e-01
519.66,9.971384e-01
519.78,9.970994e-01
519.91,9.970602e-01
520.03,9.970207e-01
520.15,9.969809e-01
520.28,9.969409e-01
520.40,9.969007e-01
520.52,9.968602e-01
520.65,9.968195e-01
520.77,9.967785e-01
520.89,9.967373e-01
