# Mars Spectrum
# source: Compiled telescope observations
# description: Mars reflection spectrum from multiple missions
# references: Karkoschka 1994; Pollack et al.; mission data
# resolution: ~1.0 nm
# object: Mars
# observation_type: Disk-integrated reflected sunlight
# instruments: Ground & space-based telescopes
# missions: Mars Express, MRO, Viking
# data_points: 2200
#
Wavelength(nm),Flux(W/m²/nm)
479.081,7.031037e-03
480.082,7.165677e-03
481.082,7.131453e-03
482.083,7.161859e-03
483.083,7.275011e-03
484.084,7.202828e-03
485.084,7.213186e-03
486.085,7.141725e-03
487.085,7.212377e-03
488.085,7.216256e-03
489.086,7.070825e-03
490.086,7.142850e-03
491.087,7.243115e-03
492.087,7.039981e-03
493.088,7.089205e-03
494.088,7.109443e-03
495.089,7.112807e-03
496.089,7.155360e-03
497.090,7.073632e-03
498.090,7.127682e-03
499.090,7.072638e-03
500.091,7.168826e-03
501.091,7.070545e-03
502.092,7.096844e-03
503.092,7.134023e-03
504.093,7.155516e-03
505.093,7.252063e-03
506.094,7.141349e-03
507.094,7.217591e-03
508.095,7.235386e-03
509.095,7.080085e-03
510.095,7.198513e-03
511.096,7.122414e-03
512.096,7.174286e-03
513.097,7.042301e-03
514.097,7.008988e-03
515.098,7.158775e-03
516.098,6.973043e-03
517.099,7.148837e-03
518.099,7.121333e-03
519.100,7.167905e-03
520.100,7.207303e-03
521.101,7.153837e-03
522.101,7.131216e-03
523.101,7.091389e-03
524.102,7.184279e-03
525.102,7.060843e-03
526.103,7.089945e-03
527.103,7.184023e-03
528.104,7.060019e-03
529.104,7.111386e-03
530.105,7.150070e-03
531.105,7.007196e-03
532.106,7.115464e-03
533.106,7.062518e-03
534.106,7.042214e-03
535.107,7.134790e-03
536.107,7.093591e-03
537.108,7.075268e-03
538.108,7.053779e-03
539.109,6.918515e-03
540.109,7.148503e-03
541.110,7.003497e-03
542.110,7.039037e-03
543.111,7.031794e-03
544.111,7.092209e-03
545.111,7.183574e-03
546.112,6.998809e-03
547.112,7.061386e-03
548.113,7.136100e-03
549.113,6.970424e-03
550.114,1.098115e-02
551.114,1.086416e-02
552.115,1.096650e-02
553.115,1.058044e-02
554.116,1.071071e-02
555.116,1.077975e-02
556.116,1.090408e-02
557.117,1.071140e-02
558.117,1.059443e-02
559.118,1.068218e-02
560.118,1.071735e-02
561.119,1.066819e-02
562.119,1.041889e-02
563.120,1.073298e-02
564.120,1.061597e-02
565.121,1.075457e-02
566.121,1.061069e-02
567.121,1.069707e-02
568.122,1.064340e-02
569.122,1.070429e-02
570.123,1.058987e-02
571.123,1.072755e-02
572.124,1.059604e-02
573.124,1.062699e-02
574.125,1.055729e-02
575.125,1.077497e-02
576.126,1.063457e-02
577.126,1.042055e-02
578.126,1.066258e-02
579.127,1.033382e-02
580.127,1.054013e-02
581.128,1.042222e-02
582.128,1.038683e-02
583.129,1.051063e-02
584.129,1.051842e-02
585.130,1.047646e-02
586.130,1.051654e-02
587.131,1.048898e-02
588.131,1.034163e-02
589.131,1.042370e-02
590.132,1.032331e-02
591.132,1.049085e-02
592.133,1.044485e-02
593.133,1.034258e-02
594.134,1.022760e-02
595.134,1.044154e-02
596.135,1.045936e-02
597.135,1.044219e-02
598.136,1.017347e-02
599.136,1.032337e-02
600.136,1.025677e-02
601.137,1.017314e-02
602.137,1.012729e-02
603.138,1.014697e-02
604.138,1.020997e-02
605.139,1.022939e-02
606.139,1.013576e-02
607.140,1.009399e-02
608.140,1.019347e-02
609.141,1.027206e-02
610.141,1.005944e-02
611.141,1.028004e-02
612.142,1.015701e-02
613.142,1.003845e-02
614.143,1.006443e-02
615.143,1.000390e-02
616.144,9.892602e-03
617.144,9.903560e-03
618.145,1.011312e-02
619.145,1.017725e-02
620.146,1.000244e-02
621.146,1.007758e-02
622.146,1.019305e-02
623.147,9.812533e-03
624.147,9.889825e-03
625.148,9.869863e-03
626.148,9.999336e-03
627.149,9.925587e-03
628.149,1.000186e-02
629.150,9.853274e-03
630.150,9.758216e-03
631.151,9.860437e-03
632.151,9.795109e-03
633.151,9.793225e-03
634.152,9.846032e-03
635.152,9.497700e-03
636.153,9.598720e-03
637.153,9.924294e-03
638.154,9.698897e-03
639.154,9.544043e-03
640.155,9.561368e-03
641.155,9.557017e-03
642.156,9.839863e-03
643.156,9.588817e-03
644.156,9.418496e-03
645.157,9.567793e-03
646.157,9.596525e-03
647.158,9.662948e-03
648.158,9.430694e-03
649.159,9.555332e-03
650.159,1.289899e-02
651.160,1.285521e-02
652.160,1.298341e-02
653.161,1.315137e-02
654.161,1.291406e-02
655.161,1.280614e-02
656.162,1.277512e-02
657.162,1.257703e-02
658.163,1.272753e-02
659.163,1.276336e-02
660.164,1.269344e-02
661.164,1.257258e-02
662.165,1.247625e-02
663.165,1.247085e-02
664.166,1.258157e-02
665.166,1.279355e-02
666.166,1.244633e-02
667.167,1.262487e-02
668.167,1.256554e-02
669.168,1.232971e-02
670.168,1.233705e-02
671.169,1.244969e-02
672.169,1.231950e-02
673.170,1.228760e-02
674.170,1.247685e-02
675.171,1.229589e-02
676.171,1.232654e-02
677.171,1.238055e-02
678.172,1.240895e-02
679.172,1.226608e-02
680.173,1.198597e-02
681.173,1.224015e-02
682.174,1.216919e-02
683.174,1.188801e-02
684.175,1.196397e-02
685.175,1.225640e-02
686.176,1.226360e-02
687.176,1.198146e-02
688.176,1.182523e-02
689.177,1.191117e-02
690.177,1.176273e-02
691.178,1.193824e-02
692.178,1.185344e-02
693.179,1.191496e-02
694.179,1.177833e-02
695.180,1.194655e-02
696.180,1.175579e-02
697.181,1.180704e-02
698.181,1.183424e-02
699.181,1.183676e-02
700.182,1.176543e-02
701.182,1.173028e-02
702.183,1.162386e-02
703.183,1.149885e-02
704.184,1.185458e-02
705.184,1.158716e-02
706.185,1.161054e-02
707.185,1.162298e-02
708.186,1.166087e-02
709.186,1.161337e-02
710.186,1.144543e-02
711.187,1.141602e-02
712.187,1.139232e-02
713.188,1.162703e-02
714.188,1.139376e-02
715.189,1.132579e-02
716.189,1.137610e-02
717.190,1.109532e-02
718.190,1.133289e-02
719.191,1.141265e-02
720.191,1.147122e-02
721.191,1.116316e-02
722.192,1.130060e-02
723.192,1.137686e-02
724.193,1.124778e-02
725.193,1.105699e-02
726.194,1.093316e-02
727.194,1.126419e-02
728.195,1.104409e-02
729.195,1.111974e-02
730.196,1.086050e-02
731.196,1.097511e-02
732.196,1.093784e-02
733.197,1.097990e-02
734.197,1.114052e-02
735.198,1.084073e-02
736.198,1.096993e-02
737.199,1.090607e-02
738.199,1.085202e-02
739.200,1.085623e-02
740.200,1.077206e-02
741.201,1.088958e-02
742.201,1.110521e-02
743.201,1.090753e-02
744.202,1.079783e-02
745.202,1.067116e-02
746.203,1.061532e-02
747.203,1.058714e-02
748.204,1.061228e-02
749.204,1.089009e-02
750.205,1.054878e-02
751.205,1.073986e-02
752.206,1.078094e-02
753.206,1.033049e-02
754.206,1.052502e-02
755.207,1.043835e-02
756.207,1.055681e-02
757.208,1.041938e-02
758.208,1.057107e-02
759.209,1.030745e-02
760.209,1.016904e-02
761.210,1.030989e-02
762.210,1.030424e-02
763.211,1.022015e-02
764.211,1.032175e-02
765.211,1.027287e-02
766.212,1.017139e-02
767.212,1.027026e-02
768.213,1.037840e-02
769.213,1.012907e-02
770.214,9.995776e-03
771.214,1.028322e-02
772.215,1.005653e-02
773.215,1.014411e-02
774.216,1.019528e-02
775.216,1.014468e-02
776.216,1.021542e-02
777.217,9.842792e-03
778.217,1.011774e-02
779.218,1.002381e-02
780.218,1.008699e-02
781.219,9.985927e-03
782.219,9.952907e-03
783.220,9.814275e-03
784.220,9.717347e-03
785.221,9.865004e-03
786.221,9.734216e-03
787.221,9.722324e-03
788.222,9.830268e-03
789.222,9.784963e-03
790.223,9.837554e-03
791.223,9.798627e-03
792.224,9.747929e-03
793.224,9.802341e-03
794.225,9.673785e-03
795.225,9.644850e-03
796.226,9.563766e-03
797.226,9.681546e-03
798.226,9.492919e-03
799.227,9.686307e-03
800.227,9.715858e-03
801.228,9.481966e-03
802.228,9.523522e-03
803.229,9.472149e-03
804.229,9.407468e-03
805.230,9.403498e-03
806.230,9.457547e-03
807.231,9.396283e-03
808.231,9.463564e-03
809.231,9.368885e-03
810.232,9.304345e-03
811.232,9.297115e-03
812.233,9.268248e-03
813.233,9.304530e-03
814.234,9.285997e-03
815.234,9.103250e-03
816.235,9.148836e-03
817.235,9.101656e-03
818.236,9.211036e-03
819.236,9.129799e-03
820.236,9.234122e-03
821.237,9.017835e-03
822.237,9.060774e-03
823.238,9.123413e-03
824.238,9.027013e-03
825.239,8.902687e-03
826.239,9.139307e-03
827.240,9.069680e-03
828.240,9.162723e-03
829.241,8.905082e-03
830.241,9.008834e-03
831.241,8.998490e-03
832.242,9.120496e-03
833.242,8.812046e-03
834.243,8.919195e-03
835.243,8.770304e-03
836.244,8.778995e-03
837.244,8.877758e-03
838.245,8.764016e-03
839.245,8.761593e-03
840.246,8.798076e-03
841.246,8.769323e-03
842.246,8.778954e-03
843.247,8.605228e-03
844.247,8.762390e-03
845.248,8.623418e-03
846.248,8.585184e-03
847.249,8.626771e-03
848.249,8.463920e-03
849.250,8.517757e-03
850.250,8.671081e-03
851.251,8.717355e-03
852.251,8.409012e-03
853.251,8.610606e-03
854.252,8.420569e-03
855.252,8.568319e-03
856.253,8.316553e-03
857.253,8.318585e-03
858.254,8.353289e-03
859.254,8.506508e-03
860.255,8.308237e-03
861.255,8.259244e-03
862.256,8.348440e-03
863.256,8.424836e-03
864.256,8.320415e-03
865.257,8.176218e-03
866.257,8.195165e-03
867.258,8.302425e-03
868.258,8.316076e-03
869.259,8.086786e-03
870.259,8.269921e-03
871.260,8.178784e-03
872.260,8.061461e-03
873.261,8.090605e-03
874.261,8.121982e-03
875.261,8.209518e-03
876.262,8.217841e-03
877.262,7.934565e-03
878.263,8.018496e-03
879.263,8.106925e-03
880.264,7.980384e-03
881.264,7.988502e-03
882.265,8.013105e-03
883.265,7.976077e-03
884.266,7.811285e-03
885.266,7.898773e-03
886.266,7.932856e-03
887.267,7.794335e-03
888.267,7.733800e-03
889.268,7.790223e-03
890.268,7.714136e-03
891.269,7.822430e-03
892.269,7.795875e-03
893.270,7.759094e-03
894.270,7.850806e-03
895.271,7.761670e-03
896.271,7.704982e-03
897.271,7.716939e-03
898.272,7.715244e-03
899.272,7.658255e-03
900.273,7.540113e-03
901.273,7.697442e-03
902.274,7.501744e-03
903.274,7.550683e-03
904.275,7.528577e-03
905.275,7.562311e-03
906.276,7.355340e-03
907.276,7.640484e-03
908.276,7.504865e-03
909.277,7.473850e-03
910.277,7.280663e-03
911.278,7.479679e-03
912.278,7.493263e-03
913.279,7.374109e-03
914.279,7.355812e-03
915.280,7.358159e-03
916.280,7.291108e-03
917.281,7.382894e-03
918.281,7.269862e-03
919.281,7.353673e-03
920.282,7.308226e-03
921.282,7.361295e-03
922.283,7.182742e-03
923.283,7.244512e-03
924.284,7.294211e-03
925.284,7.244496e-03
926.285,7.163042e-03
927.285,7.102313e-03
928.286,7.319483e-03
929.286,6.998464e-03
930.286,7.181570e-03
931.287,7.134003e-03
932.287,7.031470e-03
933.288,6.958320e-03
934.288,7.109931e-03
935.289,7.028049e-03
936.289,7.058411e-03
937.290,7.050717e-03
938.290,6.963283e-03
939.291,7.108075e-03
940.291,6.955442e-03
941.291,6.977291e-03
942.292,6.941237e-03
943.292,7.079004e-03
944.293,6.899652e-03
945.293,6.970035e-03
946.294,6.979946e-03
947.294,6.798860e-03
948.295,6.921974e-03
949.295,6.837952e-03
950.296,6.856096e-03
951.296,6.785135e-03
952.296,6.812883e-03
953.297,6.831471e-03
954.297,6.697783e-03
955.298,6.726003e-03
956.298,6.722073e-03
957.299,6.686630e-03
958.299,6.628560e-03
959.300,6.671609e-03
960.300,6.567866e-03
961.301,6.653418e-03
962.301,6.723018e-03
963.302,6.666800e-03
964.302,6.619720e-03
965.302,6.603915e-03
966.303,6.530359e-03
967.303,6.605017e-03
968.304,6.539675e-03
969.304,6.434731e-03
970.305,6.511379e-03
971.305,6.553290e-03
972.306,6.469205e-03
973.306,6.417137e-03
974.307,6.515758e-03
975.307,6.562827e-03
976.307,6.485029e-03
977.308,6.516028e-03
978.308,6.225213e-03
979.309,6.388590e-03
980.309,6.426606e-03
981.310,6.355346e-03
982.310,6.275554e-03
983.311,6.337307e-03
984.311,6.298595e-03
985.312,6.282490e-03
986.312,6.313322e-03
987.312,6.286766e-03
988.313,6.372397e-03
989.313,6.248075e-03
990.314,6.160059e-03
991.314,6.187611e-03
992.315,6.271743e-03
993.315,6.124404e-03
994.316,6.132619e-03
995.316,6.119479e-03
996.317,6.172837e-03
997.317,6.062412e-03
998.317,6.085355e-03
999.318,6.056548e-03
1000.318,6.116839e-03
1001.319,6.150462e-03
1002.319,6.067129e-03
1003.320,6.025593e-03
1004.320,6.053762e-03
1005.321,5.991343e-03
1006.321,5.973574e-03
1007.322,5.951216e-03
1008.322,5.986695e-03
1009.322,6.006751e-03
1010.323,5.850600e-03
1011.323,5.911917e-03
1012.324,5.839346e-03
1013.324,5.938774e-03
1014.325,5.923700e-03
1015.325,5.886861e-03
1016.326,5.818645e-03
1017.326,5.893225e-03
1018.327,5.854987e-03
1019.327,5.853350e-03
1020.327,5.849420e-03
1021.328,5.772589e-03
1022.328,5.707685e-03
1023.329,5.678613e-03
1024.329,5.772423e-03
1025.330,5.722486e-03
1026.330,5.755309e-03
1027.331,5.758826e-03
1028.331,5.534691e-03
1029.332,5.676192e-03
1030.332,5.663860e-03
1031.332,5.590015e-03
1032.333,5.643875e-03
1033.333,5.545966e-03
1034.334,5.723819e-03
1035.334,5.604770e-03
1036.335,5.579407e-03
1037.335,5.576339e-03
1038.336,5.571401e-03
1039.336,5.504700e-03
1040.337,5.633997e-03
1041.337,5.495766e-03
1042.337,5.499512e-03
1043.338,5.455150e-03
1044.338,5.447976e-03
1045.339,5.452408e-03
1046.339,5.446507e-03
1047.340,5.509770e-03
1048.340,5.440582e-03
1049.341,5.397736e-03
1050.341,5.368128e-03
1051.342,5.324406e-03
1052.342,5.385119e-03
1053.342,5.411223e-03
1054.343,5.288253e-03
1055.343,5.379562e-03
1056.344,5.301643e-03
1057.344,5.372124e-03
1058.345,5.338154e-03
1059.345,5.315016e-03
1060.346,5.247884e-03
1061.346,5.218614e-03
1062.347,5.323174e-03
1063.347,5.299835e-03
1064.347,5.326003e-03
1065.348,5.216561e-03
1066.348,5.183283e-03
1067.349,5.274669e-03
1068.349,5.218546e-03
1069.350,5.120481e-03
1070.350,5.232691e-03
1071.351,5.232170e-03
1072.351,5.212897e-03
1073.352,5.096432e-03
1074.352,5.187710e-03
1075.352,5.123255e-03
1076.353,5.079134e-03
1077.353,5.079730e-03
1078.354,5.221748e-03
1079.354,5.114081e-03
1080.355,4.929487e-03
1081.355,5.156133e-03
1082.356,5.046219e-03
1083.356,4.954710e-03
1084.357,5.014157e-03
1085.357,4.947246e-03
1086.357,4.983101e-03
1087.358,4.956463e-03
1088.358,5.008132e-03
1089.359,5.073401e-03
1090.359,4.964548e-03
1091.360,4.977051e-03
1092.360,4.954040e-03
1093.361,4.902581e-03
1094.361,4.852886e-03
1095.362,4.901060e-03
1096.362,4.900805e-03
1097.362,4.837945e-03
1098.363,4.908335e-03
1099.363,4.900627e-03
1100.364,4.788363e-03
1101.364,4.837138e-03
1102.365,4.810603e-03
1103.365,4.754593e-03
1104.366,4.774085e-03
1105.366,4.727011e-03
1106.367,4.783293e-03
1107.367,4.794025e-03
1108.367,4.708911e-03
1109.368,4.799392e-03
1110.368,4.788949e-03
1111.369,4.788623e-03
1112.369,4.737156e-03
1113.370,4.742015e-03
1114.370,4.750808e-03
1115.371,4.683112e-03
1116.371,4.691263e-03
1117.372,4.719584e-03
1118.372,4.767884e-03
1119.372,4.597181e-03
1120.373,4.645156e-03
1121.373,4.598967e-03
1122.374,4.638447e-03
1123.374,4.589602e-03
1124.375,4.679397e-03
1125.375,4.521950e-03
1126.376,4.545670e-03
1127.376,4.579749e-03
1128.377,4.514080e-03
1129.377,4.538643e-03
1130.377,4.455784e-03
1131.378,4.511790e-03
1132.378,4.458957e-03
1133.379,4.507322e-03
1134.379,4.497599e-03
1135.380,4.468454e-03
1136.380,4.452559e-03
1137.381,4.473079e-03
1138.381,4.442135e-03
1139.382,4.475044e-03
1140.382,4.471864e-03
1141.382,4.348411e-03
1142.383,4.425491e-03
1143.383,4.409143e-03
1144.384,4.446364e-03
1145.384,4.360659e-03
1146.385,4.400341e-03
1147.385,4.300640e-03
1148.386,4.383394e-03
1149.386,4.293769e-03
1150.387,4.337312e-03
1151.387,4.308569e-03
1152.387,4.222962e-03
1153.388,4.329964e-03
1154.388,4.223540e-03
1155.389,4.337669e-03
1156.389,4.288868e-03
1157.390,4.322423e-03
1158.390,4.219464e-03
1159.391,4.317135e-03
1160.391,4.246549e-03
1161.392,4.218316e-03
1162.392,4.236213e-03
1163.392,4.204316e-03
1164.393,4.243941e-03
1165.393,4.158581e-03
1166.394,4.216345e-03
1167.394,4.110123e-03
1168.395,4.164271e-03
1169.395,4.165666e-03
1170.396,4.147612e-03
1171.396,4.102196e-03
1172.397,4.100984e-03
1173.397,4.188788e-03
1174.397,4.104377e-03
1175.398,4.124004e-03
1176.398,4.060325e-03
1177.399,4.060673e-03
1178.399,4.124882e-03
1179.400,4.043804e-03
1180.400,4.068958e-03
1181.401,4.045873e-03
1182.401,4.042806e-03
1183.402,4.046398e-03
1184.402,3.964747e-03
1185.402,4.017085e-03
1186.403,3.934068e-03
1187.403,3.885513e-03
1188.404,3.964161e-03
1189.404,3.987257e-03
1190.405,3.978628e-03
1191.405,4.021173e-03
1192.406,3.912726e-03
1193.406,3.961473e-03
1194.407,3.961499e-03
1195.407,3.968067e-03
1196.407,3.871814e-03
1197.408,3.857107e-03
1198.408,3.917592e-03
1199.409,3.918757e-03
1200.409,3.897336e-03
1201.410,3.914620e-03
1202.410,3.795812e-03
1203.411,3.847339e-03
1204.411,3.814172e-03
1205.412,3.805597e-03
1206.412,3.844443e-03
1207.412,3.810142e-03
1208.413,3.884302e-03
1209.413,3.863283e-03
1210.414,3.750401e-03
1211.414,3.780923e-03
1212.415,3.816020e-03
1213.415,3.828416e-03
1214.416,3.795313e-03
1215.416,3.755115e-03
1216.417,3.772221e-03
1217.417,3.684497e-03
1218.417,3.711251e-03
1219.418,3.784302e-03
1220.418,3.685999e-03
1221.419,3.643007e-03
1222.419,3.715179e-03
1223.420,3.734491e-03
1224.420,3.671290e-03
1225.421,3.653617e-03
1226.421,3.670766e-03
1227.422,3.671971e-03
1228.422,3.636309e-03
1229.422,3.645926e-03
1230.423,3.649732e-03
1231.423,3.604982e-03
1232.424,3.619979e-03
1233.424,3.585067e-03
1234.425,3.663952e-03
1235.425,3.640357e-03
1236.426,3.520663e-03
1237.426,3.546635e-03
1238.427,3.571991e-03
1239.427,3.526422e-03
1240.427,3.571689e-03
1241.428,3.555142e-03
1242.428,3.506060e-03
1243.429,3.612413e-03
1244.429,3.510528e-03
1245.430,3.523011e-03
1246.430,3.576700e-03
1247.431,3.448907e-03
1248.431,3.514256e-03
1249.432,3.490728e-03
1250.432,3.514646e-03
1251.432,3.477395e-03
1252.433,3.495798e-03
1253.433,3.470534e-03
1254.434,3.399223e-03
1255.434,3.441951e-03
1256.435,3.463459e-03
1257.435,3.423023e-03
1258.436,3.410541e-03
1259.436,3.464898e-03
1260.437,3.420955e-03
1261.437,3.415612e-03
1262.437,3.413225e-03
1263.438,3.375472e-03
1264.438,3.365255e-03
1265.439,3.355712e-03
1266.439,3.369202e-03
1267.440,3.358207e-03
1268.440,3.369791e-03
1269.441,3.314890e-03
1270.441,3.349482e-03
1271.442,3.285036e-03
1272.442,3.297679e-03
1273.442,3.318317e-03
1274.443,3.260999e-03
1275.443,3.309000e-03
1276.444,3.347456e-03
1277.444,3.245284e-03
1278.445,3.279070e-03
1279.445,3.320305e-03
1280.446,3.306550e-03
1281.446,3.271759e-03
1282.447,3.245413e-03
1283.447,3.279097e-03
1284.447,3.206689e-03
1285.448,3.204034e-03
1286.448,3.232543e-03
1287.449,3.230143e-03
1288.449,3.215773e-03
1289.450,3.130449e-03
1290.450,3.124580e-03
1291.451,3.195107e-03
1292.451,3.137237e-03
1293.452,3.198367e-03
1294.452,3.121383e-03
1295.452,3.179933e-03
1296.453,3.163339e-03
1297.453,3.142667e-03
1298.454,3.078699e-03
1299.454,3.129446e-03
1300.455,3.097673e-03
1301.455,3.101309e-03
1302.456,3.175334e-03
1303.456,3.117749e-03
1304.457,3.117746e-03
1305.457,3.099978e-03
1306.457,3.077355e-03
1307.458,3.039688e-03
1308.458,3.088546e-03
1309.459,3.074147e-03
1310.459,3.089510e-03
1311.460,3.026909e-03
1312.460,3.060104e-03
1313.461,3.079435e-03
1314.461,3.058844e-03
1315.462,3.042846e-03
1316.462,3.049759e-03
1317.462,2.982524e-03
1318.463,2.973585e-03
1319.463,3.007696e-03
1320.464,2.977770e-03
1321.464,3.013751e-03
1322.465,2.985777e-03
1323.465,2.933265e-03
1324.466,2.976042e-03
1325.466,2.945183e-03
1326.467,2.949740e-03
1327.467,2.970283e-03
1328.467,2.954352e-03
1329.468,2.947007e-03
1330.468,2.930420e-03
1331.469,2.918565e-03
1332.469,2.900400e-03
1333.470,2.890184e-03
1334.470,2.864453e-03
1335.471,2.837913e-03
1336.471,2.916295e-03
1337.472,2.907597e-03
1338.472,2.886732e-03
1339.472,2.877045e-03
1340.473,2.894569e-03
1341.473,2.853470e-03
1342.474,2.832022e-03
1343.474,2.833045e-03
1344.475,2.816714e-03
1345.475,2.858013e-03
1346.476,2.840621e-03
1347.476,2.822930e-03
1348.477,2.788651e-03
1349.477,2.789157e-03
1350.477,2.761092e-03
1351.478,2.818900e-03
1352.478,2.814341e-03
1353.479,2.790894e-03
1354.479,2.751218e-03
1355.480,2.786513e-03
1356.480,2.714060e-03
1357.481,2.732729e-03
1358.481,2.723527e-03
1359.482,2.764005e-03
1360.482,2.753241e-03
1361.482,2.764137e-03
1362.483,2.695868e-03
1363.483,2.733537e-03
1364.484,2.679930e-03
1365.484,2.690742e-03
1366.485,2.627951e-03
1367.485,2.707783e-03
1368.486,2.606039e-03
1369.486,2.644465e-03
1370.487,2.605288e-03
1371.487,2.639445e-03
1372.487,2.602609e-03
1373.488,2.559094e-03
1374.488,2.619696e-03
1375.489,2.539809e-03
1376.489,2.556295e-03
1377.490,2.483317e-03
1378.490,2.567182e-03
1379.491,2.472110e-03
1380.491,2.485571e-03
1381.492,2.535331e-03
1382.492,2.448238e-03
1383.492,2.508935e-03
1384.493,2.431062e-03
1385.493,2.438566e-03
1386.494,2.439328e-03
1387.494,2.410418e-03
1388.495,2.354429e-03
1389.495,2.368878e-03
1390.496,2.320406e-03
1391.496,2.343353e-03
1392.497,2.281936e-03
1393.497,2.302574e-03
1394.497,2.247078e-03
1395.498,2.276943e-03
1396.498,2.230775e-03
1397.499,2.187908e-03
1398.499,2.203479e-03
1399.500,2.152936e-03
1400.500,2.186133e-03
1401.501,2.157384e-03
1402.501,2.151694e-03
