# Spectrum: earth_spectrum
# Wavelength unit: nm
# Flux unit: normalized
# source_file: earth_spectrum.csv
# file_format: csv
#
Wavelength (nm),Flux (normalized)
1940.08,0.01587854129733067
1944.49,0.016564476429868427
1948.9,0.01728470566571753
1953.31,0.018028841274551958
1957.72,0.018786694524710924
1962.12,0.019548541014752566
1966.53,0.020305133940031618
1970.94,0.021047889824786982
1975.35,0.021768954855030134
1979.76,0.02246127121143356
1984.17,0.023118630135641468
1988.58,0.023735711730002853
1992.99,0.024308071690993808
1997.39,0.024832181108950576
2001.8,0.025332331087611286
2006.21,0.025821363674173384
2010.62,0.026260102664738064
2015.03,0.026647897996998834
2019.44,0.026984723137800343
2023.85,0.027271135283405277
2028.26,0.02750816922687294
2032.67,0.027697337358059224
2037.07,0.02784047046468444
2041.48,0.027939730998910946
2045.89,0.027997467144988703
2050.3,0.028016226085832898
2054.71,0.027998647870402515
2059.12,0.02794741234738958
2063.53,0.027865212632063804
2067.94,0.02775472857311722
2072.34,0.02761853388662038
2076.75,0.02745912268917775
2081.16,0.02727888296477233
2085.57,0.027080043498454907
2089.98,0.026864713676077137
2094.39,0.026634817151403097
2098.8,0.02639213164584234
2103.21,0.02618875500995723
2107.62,0.02599483744396032
2112.02,0.02579276093268817
2116.43,0.02558365313524387
2120.84,0.025368509044953667
2125.25,0.025148204255944655
2129.66,0.024923548029455518
2134.07,0.024695190427792738
2138.48,0.02446371518037438
2142.89,0.024229652950307778
2147.29,0.023993441534656476
2151.7,0.02375541259786257
2156.11,0.023515924337523492
2160.52,0.023275215552037556
2164.93,0.023033511773225365
2169.34,0.02279101199975218
2173.75,0.02254784889739483
2178.16,0.022304168398507827
2182.57,0.02206006336913496
2186.97,0.02181561340874233
2191.38,0.021570911383373716
2195.79,0.021325983826184485
2200.2,0.02108328505404605
2204.61,0.020890707412395147
2209.02,0.020698023638122783
2213.43,0.02050526026438432
2217.84,0.02031243055775744
2222.24,0.02011956105139751
2226.65,0.01992666501188221
2231.06,0.019733729172633864
2235.47,0.019540780066807834
2239.88,0.019347804427826434
2244.29,0.019154828788845037
2248.7,0.018961826616708272
2253.11,0.01876883771114919
2257.52,0.018575835539012427
2261.92,0.018382820100297983
2266.33,0.018189817928161215
2270.74,0.017996802489446767
2275.15,0.017803787050732323
2279.56,0.017610771612017875
2283.97,0.017417756173303427
2288.38,0.01722474073458898
2292.79,0.01703172529587453
2297.19,0.016838709857160086
2301.6,0.01665845686617698
2306.01,0.016500531525434882
2310.42,0.016342619451270468
2314.83,0.01618469411052837
2319.24,0.016026768769786273
2323.65,0.015868843429044172
2328.06,0.015710918088302078
2332.46,0.015553006014137661
2336.87,0.015395080673395565
2341.28,0.015237155332653466
2345.69,0.015079229991911367
2350.1,0.01492130465116927
2354.51,0.014763392577004854
2358.92,0.014605467236262758
2363.33,0.014447541895520659
2367.74,0.014289616554778561
2372.14,0.014131691214036462
2376.55,0.01397377913987205
2380.96,0.013815853799129951
2385.37,0.013657928458387853
2389.78,0.013500003117645754
2394.19,0.013342077776903659
2398.6,0.01318416039610817
2403.01,0.013050165308191223
2407.41,0.012927336698710316
2411.82,0.01280450676257164
2416.23,0.012681678153090735
2420.64,0.012558849543609826
2425.05,0.01243602093412892
2429.46,0.012313192324648016
2433.87,0.012190363715167107
2438.28,0.012067533779028432
2442.69,0.011944705169547527
2447.09,0.011821876560066618
2451.5,0.011699047950585713
2455.91,0.011576219341104805
2460.32,0.0114533907316239
2464.73,0.011330560795485225
2469.14,0.011207732186004318
2473.55,0.01108490357652341
2477.96,0.010962074967042506
2482.36,0.010839246357561597
2486.77,0.010716417748080692
2491.18,0.010593587811942015
2495.59,0.01047075920246111
2500.0,0.010347930592980203
